category,title,also_buy,brand,rank,also_view,main_cat,Price,asin,details,descriptionstring
"['Books', 'Science & Math', 'Nature & Ecology']","National Geographic Magazine: June, 1985 - The 80's",['B00GTWP0QC'],"Rick; Richardson, Jim; Kramer, Mark; Lehman, Danny; Plage, Dieter & Mary; Denker, Debra; McCurry, Steve; Benchley, Peter; Doubilet, David National Geographic Society; Gore","1,363,512 in Books (",['B002B50EVW'],Books,17.29,B005D7EFMY,"{'Single Issue Magazine:': '2894 pages', 'Publisher:': 'National Geographic Society (1985)', 'Language:': 'English', 'ASIN:': 'B005D7EFMY', '\n    Package Dimensions: \n    ': '9.8 x 6.7 x 0.5 inches', 'Shipping Weight:': '10.4 ounces'}",Afghanistan; the flooding deset; US Mexican border; Java's wildlife returns; Fair skies for the cayman islands
"['Books', 'Arts & Photography', 'Music']","Counterpoint Applied in the Invention, Fugue, Canon and other Polyphonic Forms",[],Visit Amazon's Percy Goetschius Page,"3,655,671 in Books (","['B003FWT74U', 'B008GORX3Y']",Books,6.47,B000KI4VP2,"{'Hardcover:': '318 pages', 'Publisher:': 'G. Schirmer (1902)', 'Language:': 'English', 'ASIN:': 'B000KI4VP2', '\n    Package Dimensions: \n    ': '8.6 x 5.9 x 1.1 inches', 'Shipping Weight:': '1.4 pounds'}","Fair hardcover. No DJ. Scarce original 1902 edition. A few minor pencil marks. Covers show light edge wear. Tears on spine top. Binding is tight, hinges strong. Hinges cracked but binding intact. Book slightly shelf-cocked."
"['Books', 'Engineering &amp; Transportation', 'Transportation']",2000 Toyota Tacoma Owners Manual,[],Toyota,"5,242,671 in Books (",[],Books,38.71,B000WBQ11E,"{'Publisher:': 'Toyota (2000)', 'ASIN:': 'B000U522BU', '\n    Package Dimensions: \n    ': '10.4 x 7 x 1 inches', 'Shipping Weight:': '1.6 pounds'}","Please examine OUR photographs for items that are included in this shipment and for overall condition. Only items photographed are included,,"
[],Mr. Popper's Penguins,"['0316058432', '0064400565', '0061124958', '0142404152', '0380709244', '0064401146', '0062399527', '0142410365', '0142402494', '0688161332', '0440227798', 'B001O84EY0', '1494915049', '0312380038', '0689714858', '0064430871', '0064400034', 'B004A8ZX3C', '1416940286', '0142410314', '0375847537', '039554534X', '0064403335', '0064400018', '0061992275', '0064402509', '0060253118']",FLORENCE ATWATER RICHARD ATWATER,"629,092 in Books (","['0316058432', 'B00088M69W', '0061124958', 'B00BR9UVCU', 'B004A8ZX3C', '155734549X', '0064400565', 'B001HYA2E2', '0142410365', '0763680869', '0152047379', '1481411020', '0380709244', '0312380038', '0689818769', '1599150107', '0064400018', '0064409643', '0060293233', '0395455367', '0316058440', '039554534X', '1599150913', '0544340477', '006196090X', '0064410943', 'B01K3JHR62', '0380709562', '0142410314', '0142401110', '1484888820', '0064401480', '0142414972', '0440420474', '1684110149', '0547516185', '0440412676', '0140505393', '0547577117', '1514665956', '0544456831', '0195145763', '0062368435', '1402782837', '0375847537', '0486217841', '0688128971', '0689714858', '1599151731', '198199145X', '0395266815', '0064437485', '0380731487', '0142402494', '0142410373', '0547577095', '0440414806', '1426304269', 'B00HMVW33M']",Books,19.04,B004WJ0ZUU,"{'Publisher:': 'Little, Brown (1992)', 'ASIN:': 'B004WJ0ZUU', '\n    Package Dimensions: \n    ': '7.3 x 4.9 x 0.5 inches', 'Shipping Weight:': '4 ounces ('}",Paperback
"['Books', 'Comics & Graphic Novels', 'Comic Books']",Fathom #4,[],Michael Turner,"9,765,182 in Books (",[],Books,3.0,B000IQXHP6,"{'Comic:': '32 pages', 'Publisher:': 'Image Comics (1998)', 'Language:': 'English', 'ASIN:': 'B000IQXHP6'}","Single issue comic book, 32pp. Michael Turner Art"
"['Books', ""Children's Books""]","It's a Small World (Walt Disney Fun-To-Learn Library, Volume 12)","['B00193KJ0I', '0553055089', '0553055011', '1885222025', '0553055208', 'B00193POMG', '0553055259', 'B00193OMRY', '1885222068', '055305502X', '0553055062', '0553055046', '0553055143', '0553055135', '0553055070', '0553055275', '0553055038']",Walt Disney,"1,744,218 in Books (","['1423146891', '1423160096', '1423141407', '1423165713', 'B000E1PWG2', 'B00147WW2C', 'B00QIIASSC', 'B074LYVSQV', 'B003DE7O86', '1423157486', '1423162323', 'B000KGC60G']",Books,12.99,B00193FX0O,"{'Hardcover:': '36 pages', 'Publisher:': 'Bantam Books (1983)', 'Language:': 'English', 'ISBN-10:': '055305516X', 'ISBN-13:': '978-0553055160', 'ASIN:': 'B00193FX0O', '\n    Package Dimensions: \n    ': '10.1 x 8 x 0.3 inches', 'Shipping Weight:': '10.4 ounces'}","Have you ever wondered what children in other countries do for fun? If so, you are in for a treat. Walt Disney&apos;s &quot;It&apos;s a Small World&quot; is volume 12 in his Fun-to-Learn Library series."
[],"The Infrared Handbook, 1st Edition",[],,"11,484,250 in Books (",[],Books,15.27,B001JYXZXK,"{'Publisher:': 'OFFICE OF NAVAL RESEARCH (1963)', 'Language:': 'English', 'ASIN:': 'B001JYXZXK', '\n    Package Dimensions: \n    ': '8.9 x 6.1 x 2.8 inches', 'Shipping Weight:': '3.6 pounds'}",The work of numerous scientists has been compiled in this very thick book (2.5 inches).
[],U.F.O. Report,[],Irving Greenfield,"5,239,236 in Books (",[],Books,6.98,B001IKN0SK,"{'Publisher:': 'Lancer 73624 (January 1, 1967)', 'Language:': 'English', 'ASIN:': 'B001IKN0SK', '\n    Package Dimensions: \n    ': '8.4 x 5.8 x 0.7 inches', 'Shipping Weight:': '12.6 ounces'}","A hard-hitting report of the real facts on Unidentified Flying Objects - with latest eyewitness testimony on what the Flying Saucers are, why they are here, what they want. Hush-hush government bureaus say YOU must not be told - but it's all here! Out of 10,147 sightings of Unidentified Flying Objects, the Air Force has managed to ""explain away"" 9,501 of them as birds, balloons, marsh gas or hallucination. But that leaves 646 well-documented sightings still unexplained - and beyond the power of the Air Force to explain. Here are facts on the U.F.O. sightings - attested, assembled, and set down so you can draw your own conclusions. You have the right to know!"
[],Ethics 2nd Ed,"['0664236936', '0830839631', '0801027888', '1937555100', '1581349106', '1589839641', '0802873308', '0310524172', '080104894X', '0195341678', '1626980756', '160178385X', '087552608X', '1942572670', '1942572026']",Frankena,"1,960,178 in Books (","['0132904780', 'B002EB8QO0', 'B006QMXW74']",Books,10.66,8120302168,"{'Publisher:': 'Prentice Hall of India; 2nd edition (2007)', 'Language:': 'English', 'ISBN-10:': '8120302168', 'ISBN-13:': '978-8120302167', '\n    Package Dimensions: \n    ': '8.8 x 6.1 x 0.3 inches', 'Shipping Weight:': '6.4 ounces ('}",Ethics- Prentice Hall-William K. Frankena-1992-EDN-2
"['Books', 'Arts & Photography', 'Music']","Cathedral Praise: A Majestic Collection for Choir, Orchestra and Organ",[],John E. Coates,"10,222,846 in Books (",[],Books,15.99,B000LBX7XK,"{'Sheet music:': '115 pages', 'Publisher:': 'Brentwood-Benson Music Publishing (2002)', 'ASIN:': 'B000LBX7XK'}","Cathedral Praise: A Majestic Collection for Choir, Orchestra and Organ - SATB (John E. Coates)"
"['Books', 'Travel', 'Specialty Travel']",Insight Guide Cruises: All Questions Answered,[],Douglas Ward,"7,483,133 in Books (",[],Books,16.99,9812589945,"{'Paperback:': '256 pages', 'Publisher:': 'Insight Guides (September 15, 2008)', 'Language:': 'English', 'ISBN-10:': '9812589945', 'ISBN-13:': '978-9812589941', '\n    Product Dimensions: \n    ': '5.4 x 0.7 x 7.5 inches', 'Shipping Weight:': '15.2 ounces ('}",","
[],The shape of a year,[],Jean Hersey,"451,702 in Books (","['0826400302', '0684125382', '0816423067']",Books,21.0,B00005WTRH,"{'Paperback:': '242 pages', 'Publisher:': 'Scribners; First Edition edition (1967)', 'ISBN-10:': '0684718111', 'ISBN-13:': '978-0684718118', 'ASIN:': 'B00005WTRH', '\n    Package Dimensions: \n    ': '7.9 x 5.3 x 0.7 inches', 'Shipping Weight:': '10.4 ounces'}","The shape of a year is written for those who enjoy gardening. You are allowed to glimpse daily moments in Jean Hersey's life. Recipes are given. Grape juice is made, forsythias are forced and patchwork pillows are sewn. How to make maple peppermint tea, what to do with boiled day lilies and how you should winterize your perennials is included in this personal cycle of life,,"
[],Dejah Thoris and the Green Men of Mars Volume 1 (Paperback) - Common,"['1606905406', '1606905090', '1606903632', '1524101117', '1606907565', '1606908138', '1524101354', '1524104264', '160690504X', '1524105147', '1524106321', '1606902687', '1606905872', '1606904523', '1524107301', '1606905821', '1606904906', '1606902458', '1606904175', '1606902679', '1606903764', '1606908065', '1606905007', '1606903179', '1606903713', '1606902474', 'B0001Z3IHQ', '1606902318', '1606904817', '193968398X', '1942275013', '1939683564', '1606902121', '1606900366', '1632158043', '1606907980', '099660300X']",by Mark Rahner and Lui Antonio,"3,056,743 in Books (","['1606905406', '1524104264', '1524107301', '1524101117', '1524101354', '1606907565', '1606902318', '1606902458', '1606905090', '1606902679', '1606903764']",Books,48.4,B00IVMF5KE,"{'Publisher:': 'Dynamite Entertainment (2014)', 'ASIN:': 'B00IVMF5KE'}",Dejah Thoris and the Green Men of Mars Volume 1
"['Books', 'Literature &amp; Fiction']",Horseshoe Garage,[],Hitesha Deshpande,"14,807,882 in Books (",[],Books,6.96,9382473459,"{'Paperback:': '389 pages', 'Publisher:': 'Leadstart Publishing Pvt Ltd; First edition (December 1, 2013)', 'Language:': 'English', 'ISBN-10:': '9382473459', 'ISBN-13:': '978-9382473459', '\n    Product Dimensions: \n    ': '5 x 1 x 8 inches', 'Shipping Weight:': '12.8 ounces ('}","If you meet her, she will greet you with a smile and make you feel like you have known her all your life. Yet, she prefers the solitude of the mountains and escapes to them often with her husband and two kids . Surrounded by whispering winds and the pitter patter of the paws of her St. Bernard and Cocker Spaniel she weaves stories with her words. A criminologist by qualification, an entrepreneur by profession and a writer at heart, her twitter profile (@DeSueno) describes her the best I giggle, I smile, I dream a while. I love, I write, I tell tales all the while.,,"
"['Books', 'Politics &amp; Social Sciences', 'Sociology']",En Secreto (Spanish Edition),[],German Castro Caycedo,"4,140,642 in Books (",[],Books,5.18,9586145069,"{'Hardcover:': '342 pages', 'Publisher:': 'Planeta; 1. ed edition (1996)', 'Language:': 'Spanish', 'ISBN-10:': '9586145069', 'ISBN-13:': '978-9586145060', '\n    Package Dimensions: \n    ': '8.3 x 5.8 x 1.1 inches', 'Shipping Weight:': '1.2 pounds'}","Text: Spanish,,"
"['Books', 'Humor & Entertainment', 'Humor']",Skirts aloft,[],Visit Amazon's Lucille Chase Page,"5,111,307 in Books (",[],Books,35.0,B0007F5HPQ,"{'Hardcover:': '84 pages', 'Publisher:': 'L. Mariano; First Edition edition (1959)', 'Language:': 'English', 'ASIN:': 'B0007F5HPQ', '\n    Package Dimensions: \n    ': '8.1 x 5.4 x 0.6 inches', 'Shipping Weight:': '4.8 ounces'}","1959 book does not have DJ, but blue boards. Pages in wonderful condition - no writing, marks, etc."
"['Books', 'Science & Math', 'Nature & Ecology']","The Heathens, Primitive Man and His Religions",[],w howells,"7,484,438 in Books (",[],Books,5.69,B000F6NPIS,"{'Paperback:': '302 pages', 'Publisher:': 'American Museum of Natural History (1962)', 'Language:': 'English', 'ASIN:': 'B000F6NPIS', '\n    Package Dimensions: \n    ': '7 x 4.1 x 0.8 inches', 'Shipping Weight:': '6.4 ounces'}",PB
[],This is the Holy Land,"['B000KDDMOI', '0818907754', '1596143436', 'B0006AXP60', '0764816608', '0764807498', '0818913150', '0818909897', '1622824644']",Fulton J. Sheen and H.V. Morton,"1,971,412 in Books (",[],Books,7.8,B0000CL4FQ,"{'Hardcover:': '143 pages', 'Publisher:': 'Hawthorn Books, Inc.; 1st Edition edition (1961)', 'Language:': 'English', 'ASIN:': 'B0000CL4FQ', '\n    Package Dimensions: \n    ': '10.1 x 7.1 x 0.6 inches', 'Shipping Weight:': '1.2 pounds'}",Great photographs by Yousuf Karsh
"['Books', 'Parenting & Relationships', 'Fertility']",Soil Fertility and Fertilizers (8th Edition),"['0120445654', '8131526674', '089054381X', '0801483344', '1402741537', '0789441160', '1577666798', '0133254488', '9332519102', '1601730322', '147862907X', '0878938664', '1601078951', '0307351793', '0820330469', '1601730403', '0813807697', '1879906694', '1605352551', '1439816093', '1292162236', '1604691131', '0073400947', '0878931724', '0124159559', '1604693142', '1601730292', '160358658X', '1604697296', '0865717184', '1466573155', '0123849055', '1138891932', '0135014336', '0395911702', '184593802X', '0321803116', '0470664754', '157233326X', '0131718738', '0890543461', '0471465798', '1601077858', '1429249951', '0470714212', '0470247665', '1466589418', '1478622857', '047173828X', '160469095X', '0521744032', '1107016932', '1564583317', '0316068225', '093003175X', '0813828732', '1626374511', '013227938X', '1530431263', '1449645267', '0813804213', '0128041781', '1589484576', '1589484568', '1603586113', '0716710072', '002403911X', '0123944260', '0615703151', '1439881979', '1506695876', '1571313567', '1604690704', '080534697X', '0534151620', '0123485258', '142007380X', '1609275144', '1402000081', '156022259X', 'B00EA9A6WE', '0130941174', '1577665252', '1601076967', '0120644770', '0962959855', '0813804183', 'B0043K9PK4', 'B00EA99ZEE', '0130221333', '013048041X']",Visit Amazon's John L Havlin Page,"961,239 in Books (","['1577666798', '0133254488', '0136268064', 'B004PG4N4Y', '8131526674', '1601730322', '1601730403', '1439816093', '9332519102', 'B00MZDZ27Q', '0073400947', '1466573155', '0393356094', '147862907X', '0123849055', '1888626135', '0120445654', '144652583X', '0890543461', '089054381X', '168286037X', '0131145568', '1976738903', '0840024320', '0878938664', '1601730292', '1605352551', '0135014336', '1603587632', '1604697296', '0131592475', '0470247665', '0911311742', '0130167630', '0891183663', '160358658X', '0789441160', '013227938X', '1119204631', '0632048859', '0195583752', '0124735436', '0415507146', '1605357901', '1429219610', '0024208353', '0813804213', '184593802X', '0470714212', '0813807697', '0801483344']",Books,27.2,8120348680,"{'Paperback:': '524 pages', 'Publisher:': 'PH; 8th edition (2013)', 'Language:': 'English', 'ISBN-10:': '8120348680', 'ISBN-13:': '978-8120348684', '\n    Package Dimensions: \n    ': '10.9 x 8.5 x 0.9 inches', 'Shipping Weight:': '2.3 pounds ('}",New
"['Books', 'Computers &amp; Technology', 'Programming']",Infografa 2.0: Visualizacin interactiva de informacin en prensa (Spanish Edition),[],Visit Amazon's Alberto Cairo Page,"2,530,223 in Books (",[],Books,28.03,8498890101,"{'Paperback:': '128 pages', 'Publisher:': 'Alamut (May 9, 2011)', 'Language:': 'Spanish', 'ISBN-10:': '8498890101', 'ISBN-13:': '978-8498890105', '\n    Product Dimensions: \n    ': '6.5 x 0.3 x 9.4 inches', 'Shipping Weight:': '9.8 ounces ('}",","
